contract_address,is-upc-groundtruth,is-proxy-groundtruth,implementation-contracts
0x8b32f750966273cb6d804c02360f3e2743e2b511,UPC,Proxy,"['0xf2846b1f0311d19a89517bceb8cdb70ae66e4640', '0xcf2ae66b5c49a8f954dfb2600016a57c51e24551', '0xeb7db8c481dd5e43ec15801e77d1f183abb82c86', '0x5c38d75aa0f06d851a4deb2e40b0fcc92554fa75', '0xb86499d5e646bae203fcafae8f35aa70e91199d7', '0xde72215627f45a8e09b07fccc46966419eac85bf', '0xf675768879afc7a6539a68d3557c5dbe6f6fa37b', '0xe03022bd954da652846a1f5ad6c42f668d9e7743']"
0x8b3ff1ed4f36c2c2be675afb13cc3aa5d73685a5,UPC,Proxy,"['0xcc44572b57372dac502bcd784705e083779b2afc', '0x3c710b981f5ef28da1807ce7ed3f2a28580e0754', '0x8dc840cead11a46f59c65b1697698a2b60fa0789', '0xc9d8a3b9c39b71969280fc249c87b5d0cb77f3c9']"
0x8b41b47078dc38be3d1eecf5a3d9b241ebaecda1,UPC,Proxy,"['0x7bceae57c71c71a65faa29353fbeb512ba5864d9', '0x955613704cf4f99e270e7a470c020f7af1379b95']"
0x8b53ab2c0df3230ea327017c91eb909f815ad113,UPC,Proxy,"['0x7b03ef4ffbdfc622b7bf55e1c1fd64cfcfbe80bb', '0x91b373b20d39a11406af6d4adc2b979a6e572cbd', '0x0b9fbdb0d8ddcd06a29f029ca5ac1a9fe5bfc783']"
0x8b5876f5b0bf64056a89aa7e97511644758c3e8c,UPC,Proxy,"['0xe97557dd2b9cccd9dd94c4432281a942e2e6fc75', '0xb751b286480b52aa00465d57b05dab26379da5ff', '0xf63ce172e6c81089a4dd850491bfdaae31a60483', '0x509b51fc4e1d7bcc2a97fad9a791c313de83fab8', '0x5ce91e3f17d3bc683b73b0765dc18d75d8ebdcf8']"
0x8b950f43fcac4931d408f1fcda55c6cb6cbf3096,UPC,Proxy,"['0xc9d8a3b9c39b71969280fc249c87b5d0cb77f3c9', '0xf330c109dd91d391b5cd654b7fa595fa1a8ac470', '0x8dc840cead11a46f59c65b1697698a2b60fa0789']"
0x8bcdd6a8168d658dfa19721eab7470e43398db25,UPC,Proxy,"['0x3ceddef5cbe54674fcbe1b4368a68b8d6a20fc46', '0x842547883b2caad101f897e6789f63d33b06030e']"
0x8bf208984b3c3c78b383de692ebc5c221d5a6cdc,UPC,Proxy,"['0x6a6c3bdbbc05061b5d1fae1e79fb78ae0a9c680d', '0x1266bc3f1830529e24a856788d1fd1ae0a0d7671']"
0x8c0c88b15c76ea17d47e3df61a37d761b3bbb9f0,UPC,Proxy,"['0xb0b824a025c6cce906b099ec7d02088d2da6edac', '0xb5d26971b7ee2366bd0f28e4662922df7e4d4658', '0x972aa39ac9d9284c1b2ee123c522bcc3978e867b', '0x6aa301fbb8c8ee1bbc192d31d3aa89d44617795a', '0xf2d9cc7829ffa3e0961b0d9760de0e4baace88ff', '0xdfb091651622f0cce236824209edb7e84f3564ea']"
0x8c1c01a074f8c321d568fd083aff84fd020c033d,UPC,Proxy,"['0x4498fea23a5c9f0516b15a6f2cf3b7a229215f90', '0x30f96801dd149fd47e6e46b2957fac77c78918cc', '0xeaa6e262df557392cb48bb26511d8c4e4401a18b', '0x476eefa65f4d47bda726be89205446bc4b1b5b2c', '0x599f581e52fac24af484110d8560a48877b5e54b', '0x1e13552a50bdeca55f57ff1d0683515bdcc78943', '0x162cb79ae10a3a6d88829a4b8fd746b6ea8cab84', '0x874723348291e3355068201d6a11b1001252c1f2', '0x7842ee5055e5aedb46032a2690d08db7e7190d33', '0xa020f0810ea581a9f90104b875dcc5c5639c9518']"
0x8c22e596e66b98ec1d2ea45b40d879c705e5e047,UPC,Proxy,"['0x17cb2de4e9e05a15d6a7e52abb00854081326de1', '0x9d9d0e838bd46f6adc884d3e645076e14bca1afb']"
0x8c3b7a4320ba70f8239f83770c4015b5bc4e6f91,UPC,Proxy,"['0x3c710b981f5ef28da1807ce7ed3f2a28580e0754', '0xf330c109dd91d391b5cd654b7fa595fa1a8ac470']"
0x8c4b4e9b0b8e9ebc4aac12826d78e0a87f8fd519,UPC,Proxy,"['0x303f2332bcfa519f315a96c830193ee22ac0a6c8', '0x39eb35e7c147c9491d8f4d38d0c3feac01f9d509']"
0x8c4e4633cc060e8ce493a863fc66ba1b90f6e905,UPC,Proxy,"['0x8703ff2b38beda22d3b7dbcff25393f123f159d4', '0xd22b4aec1328c2c0485b927d3e4dd63fe7b440a8']"
0x8c76970747afd5398e958bdfada4cf0b9fca16c4,UPC,Proxy,"['0x4da27cd2ae34a9e1776ed01747a071c17fa0b2cf', '0x889d5036f2ea5784161090082f3327bb3e433102']"
0x8c81121b15197fa0eeaee1dc75533419dcfd3151,UPC,Proxy,"['0xf6abb2d18ac5428be3eb8971716f554427eb2a9e', '0xd133552be9724b501e1ee9c257e34e07317b5db6', '0x6161e1144298f24e2d524263025e6c0292a8c01a', '0x6ca26545370978cf2b8c210913d8775d02c840e1', '0x375d170b98da0e5394edf3ab2ba1e9360f9c29c6', '0x2fec85c0eaaace2b24926eabbf8373b26240931a', '0xb692e908d11a3048afdf68fa89550c2d638d046d', '0x2854a270fe9c839ffe453e9178d1cfef109d6b8e', '0x0b4210c5755dbdba59fd96e55e4d24f40176b3ae', '0xea091ed7146e2c3cf3ac11fa296e206e55177b30', '0x577d963246d28dbe0dc579048adda421b054924a']"
0x8c8687fc965593dfb2f0b4eaefd55e9d8df348df,UPC,Proxy,"['0xdd08213d28a453c92454868c4daed51b3387e114', '0x15e6e97206b8fbe13991cd9426ab83e23425991c', '0xb828e66eb5b41b9ada9aa42420a6542cd095b9c7', '0xd34bb7119a26f416a79889bacc9159b2bd2eb79e']"
0x8c8d64fc2b41bfdc8cf67efa0d8b15a0ce958a28,UPC,Proxy,"['0x27da7b1c824a9fbc94e74e818c89b7d6c25f98c2', '0x839a0a61328debd035e58ba1ed4efe848aae705b']"
0x8c9b3f942378138affbb7542c652c6e0f9819771,UPC,Proxy,"['0xc7edec8a047da8e6cdca2ee697e52713f68c0ee0', '0x1673b2ac80eb1b748641ea14811c489918251efb']"
0x8ca27ca7a0c52d367d9a832e5b5697a7afe3de0c,UPC,Proxy,"['0x167d9e1402eeb07c18a3f775256cbc0906f5aed3', '0x22e4723284976814d905f59d3dec6987e65db59c']"
0x8cc9adf88fe0b5c739bd936e9edaad30578f4265,UPC,Proxy,"['0x2de0165252c2d63a065d7ba9fac61bb95992b98f', '0xdea40a9c85140414eeb9c8b9e1d4b6bdbe9a5134', '0xf7d3135d5cff29ab5cdd8644aa1e2e7566619555']"
0x8cda44dd19daa90d9e20319d9a4e7731a7f9c56d,UPC,Proxy,"['0xb1cb869bef5aef3febb7f71be619e03b620d6d3d', '0xb11caea1c1630bc354161201c9f7e2dae799c51c']"
0x8ce89c1bc462832ad3f5a6b30baf7c6f488875c7,UPC,Proxy,"['0x857205aad968731ecef14e448439d0e6d519ed21', '0xd3815195b44035dd69e1efc705fe5c6eec757e25']"
0x8ceba69a8e96a4ce71aa65859dbdb180b489a719,UPC,Proxy,"['0xb197503361e4618078c467edb618e38548cdb256', '0xcafea7c0f6f4c579d982747ef000a1dd36e59570']"
0x8d1237ebfa6a30110caf8bfff11c195f7b830167,UPC,Proxy,"['0xab630d0a90bf58bd07505d7b80b4094276f286b0', '0xf0d650258c6bb97c0a084a22afa162ce6c4696e9', '0xc1024fa132b279cb986ca48de38a6ed4f429d0c3', '0xbc4706930467be4288862ddd1a9d75c1a9f0f616', '0x87f9ee6d45ea38ef1317d78b393f187fcafd2401']"
0x8d162caa649e981e2a0b0ba5908a77f2536b11a8,UPC,Proxy,"['0xebed2bab4c2cc032aba89f61d95e7a6f9c00d953', '0x0af2ad636b6d396f9789c3427381fcb2f110e262', '0xf19b289c9c37c1a93241772633a7bebbe56df223']"
0x8d589f403d5232e37bd30e02260ea6b6ad061f3f,UPC,Proxy,"['0x9167b72fbd1241d2c3c991a7940eba98221e28f4', '0xc76259e24433c38e6101421d3a5f8eab661b30aa', '0xa490fa4159103fae9b63602ccdeb362ef9f8fcf7']"
0x8d8e7a5f27e7d4a6dcf5a071a733f3d94b02755a,UPC,Proxy,"['0xe1bf04d7bcef1e04a1d08d83057c1335aec765de', '0x1928dd9f6c0a24ebecaf130ee4d8f9c585a27054', '0x79142db98fb68adb3e8b56db1a388dd0fffb3df8', '0x39fc9f45edde4863bfbc22de3e3656cd82fb124d', '0xecb803f4bffb32798290b234c72cf88d0a103c15', '0x8ead00c633e26d513340b292b6dec0c279a15142', '0xe0447ecad996722dc3ec91302b642dfd38a47fba', '0x5fe7aebd46d927fde010a05cb4c257af11826d11', '0x85a72746f4ff8fa46fe0f91b98e0f5ee43efd06c']"
0x8dae6cb04688c62d939ed9b68d32bc62e49970b1,UPC,Proxy,"['0xd78037ed778ec3e2fcdb03b622c42d2f1b66d469', '0x84ddcafdece3b3e3a93372852b42455a644872a5']"
0x8db687aceb92c66f013e1d614137238cc698fedb,UPC,Proxy,"['0xe3a345c71e626b5589f6a9ac570e11613bf66237', '0x11210fc304cce3b689cdb06e5e939ba54d5501b5', '0x2a8108c769ef50073af36bb8e90f591b5ef86ca5']"
0x8dc0fa34b93e41e31410692514964b4042e368f0,UPC,Proxy,"['0x35a7bc54e7d312bcb40a7dca859d44e8f2a2d768', '0x86bea424e00ed6d742e2c81c2f9eda9567eeab5c']"
0x8dfcb49766c0296e4373a0300b52c3637614db59,UPC,Proxy,"['0x9790346f60a4d920adf22e5a398f401180b5d23e', '0x59a1887528d858d20f0933af93729158edb34153', '0xbbedf36abe5551c07db1f4ca26304825f4dcf325']"
0x8e01988d57e0b9248d04759a3f1969954baf3ddd,UPC,Proxy,"['0xf6327b7f8eae24e27bb0f5d1f0739eb09c302916', '0xe131e735d9bd7c315b5bc25d5f752d892f0ae720']"
0x8e0b2eb3ebcd55168099806cb865085f461c8cd8,UPC,Proxy,"['0x67e70eeb9dd170f7b4a9ef620720c9069d5e706c', '0x67db14e73c2dce786b5bbbfa4d010deab4bbfcf9']"
0x8e2317458878b9223904bdd95173ee96d46fec77,UPC,Proxy,"['0x1f29d7db5428fe4d65524925014fc34294429b50', '0xdc6c75602ed1e835e366e242a01e80846cc8f642', '0xd6722aae0ac8aaedbe8f80922362f9deaabc2f84', '0x27f199ab1ea7324ea2f0eab315494fa46a51654b']"
0x8e303d296851b320e6a697bacb979d13c9d6e760,UPC,Proxy,"['0xc6e7e708f46a23ee9590b503f03ba3e2c67cac13', '0xfd47c74a8030520bacd364fb8e08acb28766ae7b']"
0x8e33f53bd5946cf33906678be90302b7f80f6a85,UPC,Proxy,"['0xedb9b9bc535684287899182683fe3152919734a9', '0xb301d0875a29e0b04e5dd2e8e0dd0b76b78ca8cd', '0xd647f35c57f482166f1bcf4b1f7b721ed048920e']"
0x8e4e0257a4759559b4b1ac087fe8d80c63f20d19,UPC,Proxy,"['0x67db14e73c2dce786b5bbbfa4d010deab4bbfcf9', '0x67e70eeb9dd170f7b4a9ef620720c9069d5e706c']"
0x8e53031462e930827a8d482e7d80603b1f86e32d,UPC,Proxy,"['0x9b3be0cc5dd26fd0254088d03d8206792715588b', '0x89241811486f7a39ae2fbc82abec040717020226']"
0x8e595470ed749b85c6f7669de83eae304c2ec68f,UPC,Proxy,"['0x2939f9236574cd6658c18b35a8aaf6b7e9ccff07', '0xa2782757aa0e3791abca3f6768398e482901b875', '0xe407e96042c1a581dd81daa36d018429e6df882d', '0x48b4a7d479ac40a92795e5e88d2c7e9490f2dbc5', '0x318159a389b4d108262bc39a3a042a9964028e82', '0xca1041f188ffecc499e8d4d0f08dd31b0f41c157', '0xcfabfd946fe462695faf8ce4b9fdf6e18633f2e0', '0x9be7b5b7e219461f164863dad045a35d1101aa64', '0x1a9e503562ce800ea8e68e2cf0cfa0aec2edb509', '0x39d46629a897ba85fb575bcf9d890dcccd5064bb']"
0x8e6ca2b63b0c231364f85c42bcfc9d0a49786e62,UPC,Proxy,"['0x158f9018dc0915bf71c469539ee92a912f9d8579', '0x3b890f1050b96e8e39919aecad80de2fe265a31f', '0xfaa142bdb35a9f357b9d8539cb56e2dc0233faa9']"
0x8e86a50638f2b0e314b5b6ae36394cbda6777147,UPC,Proxy,"['0xe6ade8674d17b32d139032992b63a678e98d5113', '0xe61b48d00b9ca02dd9a3764a4d9d263cd7b4d351']"
0x8e870d67f660d95d5be530380d0ec0bd388289e1,UPC,Proxy,"['0x6ffcb0f00c3ad2575e443152d8861aec1bda9ce6', '0x86eee0422322710866af89e9cae3f7383d55310a', '0xb54d4e8bb827f99af764b37249990fa9d6840e20']"
0x8e8c911d46badc3e69d781744d57884eef6b4c43,UPC,Proxy,"['0xdce48b5056c455d188f36b4defe9dc57807d75a5', '0x3596552272def342afda867cd8ea09ce78dd1449']"
0x8ee9a60cb5c0e7db414031856cb9e0f1f05988d1,UPC,Proxy,"['0x3037288d6e8f7bfdbdec23352d16291185a556e9', '0x1083de27680c14f852eb6b36f9c35b5d34e8d378', '0x942eded5cb8e1a353a74ae2597efda327ceb5617', '0xed28bad2586769b5251babaf62bedbdd9641b829']"
0x8eff7d12118fd599772d6448cdad11d5fb2568e0,UPC,Proxy,"['0xf06d60a02505c99de700505c0e8f998856aeefe7', '0x8cc5d5ef4dedcd399a1721252f16b3d68277f777']"
0x8f0861e0e8ca979109ce462fd4a23131d56ede00,UPC,Proxy,"['0x67db14e73c2dce786b5bbbfa4d010deab4bbfcf9', '0x67e70eeb9dd170f7b4a9ef620720c9069d5e706c']"
0x8f2326316ec696f6d023e37a9931c2b2c177a3d7,UPC,Proxy,"['0x0000000000000000000000000000000000000000', '0xce1da6331b07037e7e3a7b713f7fd2c4f0a17a96', '0xffc49e36eda5d4b5c364e6c0ea3cf3960637242a']"
0x8f2cef1cbff23d7d657ddbae39650bb860e87132,UPC,Proxy,"['0x29839e3058698b10d2b38f1e44b3ab5637b7f943', '0x9d606b70525fc1c68720ecf295087eee40dc92e4']"
0x8f6a193c8b3c949e1046f1547c3a3f0836944e4b,UPC,Proxy,"['0x38b50c75587f71ca09d956783795f5b825bf3817', '0x5d9be36a9092228dd11827ad010221817eb70f67', '0x610b9adb60ebac4d355098b247ed1b2d3f673cee', '0x99b95960c7d6137cbdebe2a71aa883c2dfb37ba7']"
0x8faef85e436a8dd85d8e636ea22e3b90f1819564,UPC,Proxy,"['0x5128b20d0aa9f7a173666815e402c688e7cca57b', '0x8913c321bcbeadeb1c4cd11ea2ab9f6275e44b18', '0x9759a286cd7be4d123417ca2f211ae2fc20c538a', '0x03e3e97c8bff9549fac5cbface5cd13e0abe0a92', '0x55ee002723945145c14e017c1f00246b118d31ff', '0xf48ae39a4b37212d5204541d0fd07b537ec18035']"
0x8fb1a35bb6fb9c47fb5065be5062cb8dc1687669,UPC,Proxy,"['0x28bb5918c37f8170d12c211ae924bf02a7df8ca4', '0xd0aec35561751fa11e622532383f5aae4b58f66e', '0x0c02d198dd84582fa319db9d53158c4a21af3d09', '0x0209b161d99e121c026697f6c7558905a9bd7089', '0xbda6d5ced98156377a9e3f60eadc0424b2934d19', '0x1419fe9a82741fe6d9ab27fd7e007810a3c1896b']"
0x8fc8bfd80d6a9f17fb98a373023d72531792b431,UPC,Proxy,"['0x432979a3f808b6cfca2d393206378ea5b39e33e5', '0x7e8844ea4c211a69ad9308ba0b6cdb3ea0bb2b05', '0x183225623058286ddf092aac03f2721f020eea97', '0x018a82a5bd6e0a4ae8c5cf54527775d17d9ff5ab', '0xf7ea2f80033ee7330a117449c25f92c98cb3afd9', '0xe407e96042c1a581dd81daa36d018429e6df882d', '0x02c9133627a14214879175a7a222d0a7f7404efb']"
0x8fe00a685bcb3b2cc296ff6ffeab10aca4ce1538,UPC,Proxy,"['0x6d2b24947680fce35d5c9dd6a4e32649f12c176c', '0x147a7758ea71d91d545407927b34dd77a5f7c21a']"
0x8fe74471f198e426e96be65f40eed1f8ba96e54f,UPC,Proxy,"['0xd4d28743861ff6c2c622cf093919710b2e22e64d', '0x5f0e84f525ff14e1f29176ad7b0d951e87fa00d2']"
0x8ff7dfad1105aae4b1a95a6729b6a734a02a7529,UPC,Proxy,"['0xe3e41c6e2bac683b59e97e4191c148cfb498ae6d', '0x9038a1d26eba5ea1f9e3c0a6ab69ea651f98058c']"
0x8ffb9b504d497e4000967391e70d542b8cc6748a,UPC,Proxy,"['0xb4b142f5df33cb338526f1d7a0e79059f2dfeab6', '0x137d8eb2d3d8065aaa367b7bd4454349414def3e']"
0x902aff1b2d1b48c35ef26d89d6d88ddb5a247f23,UPC,Proxy,"['0xcc8e9cad6da524672e74b2436e0c7b47b2f92885', '0x59b99b391248dbf5cfd4cb58c4b8c6af5b89bb50']"
0x903560b1cce601794c584f58898da8a8b789fc5d,UPC,Proxy,"['0xcc44572b57372dac502bcd784705e083779b2afc', '0xc9d8a3b9c39b71969280fc249c87b5d0cb77f3c9', '0x3c710b981f5ef28da1807ce7ed3f2a28580e0754', '0x8dc840cead11a46f59c65b1697698a2b60fa0789']"
0x905d6db68a46ed030b0d83e5ef303123333ae38f,UPC,Proxy,"['0xe6ade8674d17b32d139032992b63a678e98d5113', '0xe61b48d00b9ca02dd9a3764a4d9d263cd7b4d351']"
0x906f38b36d5ecee66417783fde9b9f2563078086,UPC,Proxy,"['0x47b462e9c0b045d52daf876423a4617c8711dbfd', '0x27426391606d7d1043c74ac8427833e19ede87a3', '0xe99abed499b8576401c9487c4d8543f04266b91b', '0x750486f937636e7b2a380a668bacc4fac9d15255', '0x0ca7c9b54158b952c0c3c1c85e020518cf97a40f', '0x6b0f56161b505c1e1399ec997e41c13cd2c6acc7']"
0x908d51e5cdefcbe72e73c83e89e0f5f8f465cbcb,UPC,Proxy,"['0x5e6746cb80b7ab35f066e3ea473040ed6279db31', '0x52445a0c601b094c31987643c2b9eb1320d9057b', '0xfdfe4cb86f33a7d3b8ac2145a07259f425f28846', '0x31095b0f43c7dfea96746073b56668773652d00e', '0x070a6c026c122f8d8e9996397590301e581f0369', '0x19e47770bb574d486ee83c55ce5f947b150da010', '0x48904f30c6a1bd4ecc60f25514a9b6d2072521e4']"
0x90d3b66f92ebe388c2812afd85e69e2e57426308,UPC,Proxy,"['0xbfc50f89c6cefc3b5f25f92984fdb1d038ddc6d7', '0xb9ba467bd91aa634e7e3202becc3222644280066', '0x50c42646cb99dc0680ef92eeada42d0ab0e8b5a3']"
0x90de74265a416e1393a450752175aed98fe11517,UPC,Proxy,"['0xb0c7bf7e8cc54670b462c5f668d56c897c1604d6', '0xcb22bd8b943879e83193f479ec4e3c98b610b507', '0x9cffba297d62be40cb803eb200cd476d963742cb', '0x433f12b9713b012d63d6e60abf16d64b63be207b', '0x5bef305ddc84a2c7239353ef9ca19a5e9e1e8fdf', '0x3f27ff20e4c53d5cd2bba91eee90a2b71a876833']"
0x90e938c50f56aee8ed12d72b3b178bf5c395bdc5,UPC,Proxy,"['0x7a7b553a49b6fd185e7c65e319211614d2d0328c', '0x91046f991660a083f9e36d68c1f1cbf981b85247']"
0x90f3923427768d6dc7970417b0f413b7dd059011,UPC,Proxy,"['0xc926799c2898618707525249b2eaf13797f7f025', '0xc98acd553368ed1163f5304c1b1cc1d2e8285e9e', '0x7ec23a10d8f70f91aee2d92dfe44d1c6b7a973d3', '0x8fe62d7514d83dca0cae8541ab0ca8e40374dab5']"
0x91383a15c391c142b80045d8b4730c1c37ac0378,UPC,Proxy,"['0xb276647e70cb3b81a1ca302cf8de280ff0ce5799', '0xf4d903941d2682b218ddb2281e64550fba130d9b']"
0x9184dccea62c6079fbe07fd15d8940c96b82ed01,UPC,Proxy,"['0x234458bbd63a1b8e397a349ab0d45a14123103f5', '0x0361a9ea8f3a1569fe98638c29b672cf21d4677c', '0xf621225e5cef4d62140eab4dacd8864b39d4b419', '0x3994065197c4c51f4759c0ea6badf3f40da495d1']"
0x91a73ca83ada33800c8bfa982f3998df5a7afa90,UPC,Proxy,"['0xa83438f5036595cdd4d4cde2f0a4ae713900bd34', '0xc2746462e47819aa9cf632ac2a3fba428cbebca3', '0x2a2ae317cb41ab066663da5f12779f9f70a51302']"
0x91c926299501585f96f4aaf806baab226de806ef,UPC,Proxy,"['0x6ceb4e3773dee7de575b9fa1dcdb89c80c3c4ff0', '0x73a4a47ef30225b99fdf1cb7fb5330a5e2434363', '0x72ea7f3e0ae950301fb97710b7d42b45ff92362c']"
0x91d7b9a8d2314110d4018c88dbfdcf5e2ba4772e,UPC,Proxy,"['0xb0107db6b0e1ba06329d2932baa4269620b122f2', '0x7cbdc117e378f421beb14a6988641b590c59a69b', '0x9a280f81b0c6959061715370ec0eb7720ce1f002', '0xd074a91b12de6b44d56a98025efe4d5cd9b55719']"
0x91df0ffc1b95113ba1f41ca0669fccaec0f55876,UPC,Proxy,"['0xbaf1e9bb677eff3e2ceea161711e250e90e40a50', '0xedc8fdd113243a74cd3aa2059391010c7a4db23c', '0x713a5f7d7b48f8f4806f9fb4dc9c387c102767e1']"
0x91fb210a51b8b411d31406d9ff820b07bac3270d,UPC,Proxy,"['0x30d4127b38c9564f05e3e5e9729576e60252497a', '0x47573afd6e93c3b9c611397d4a78ca2313197953']"
0x921a97c815e4e7508d1ad639b56a21e942a3a152,UPC,Proxy,"['0xed8ec7502d9c52b61f5621f9cb09fc08ed05495e', '0x796523566b1382473c4f9162ab8601303fb75fe6', '0x002cd12051c3d0212af47fb4393d10c879b60991']"
0x922235dcf23808805125d8aafaf997757bcafd97,UPC,Proxy,"['0x77bbecc4742c1de5a6008597aa2e2d902b330035', '0x0fdb7356bb5c2a92eae65ea4c1842d9c02bd231e']"
0x9239b9ecf5a7047866ec7a0615830fe2b5cd3110,UPC,Proxy,"['0x0d0699d30982274b06cebbd4bc7d34445a134dc0', '0xd5b1b01a2c95e4ee0275dfd1779f171f701cad65', '0x3bd2d99003023a2febfa72dae7988ee87b075bda', '0xf2cd0a3c2247c3f1568507dfffcb07b891c853a4']"
0x923ca6dcef62030bed25aa3ef854f39dc45dda65,UPC,Proxy,"['0x3c6b440c4ee9998d2c7598ecd577566c2f81770f', '0x52b320ad57302a9815dc7889303b269d2deba9b7']"
0x92563b3b8c92b22e37ac956a2b19c40988d25933,UPC,Proxy,"['0x71d62518a562a4c48ed28d9864cfb99ed6818143', '0x817f71bedd444ed56fb5140548047a51805e123e', '0x8e2dbfc3b8ce40209a5211d76a780c97611c5eff']"
0x92701d42e1504ef9fce6d66a2054218b048dda43,UPC,Proxy,"['0xae6c15fc0128e098b4df84c370ac1f19c1c5c174', '0xbc3c82b1f13390db94006b20609d569d8c9d7ac5', '0x418279505ae0633b0f443988abfeddad3c1d4116']"
0x9277a463a508f45115fdeaf22ffeda1b16352433,UPC,Proxy,"['0x78dca9f9236d2aadb61a8784ab2e257ddd215ca9', '0xff7684686ee5dda21346970b48c5bb4685890e1c']"
0x929fb73d497a931816617cd342597e0b3d4e422f,UPC,Proxy,"['0x9f67f0dd79b74d267c008562aea779a8c09be4fb', '0xb8d677c7cf9b63d224bf75e5ea49a26cd50d0968']"
0x92b767185fb3b04f881e3ac8e5b0662a027a1d9f,UPC,Proxy,"['0xcc44572b57372dac502bcd784705e083779b2afc', '0xe9ea58efb13733d413365f02ea52b21d25f0ceb6', '0xc9d8a3b9c39b71969280fc249c87b5d0cb77f3c9', '0x3c710b981f5ef28da1807ce7ed3f2a28580e0754', '0x852dc31074d42beb1ee8fba7829cb5bd4d68aaf3']"
0x92d10283e3f1e894b5ea9c69fee98d6848f179ef,UPC,Proxy,"['0x955613704cf4f99e270e7a470c020f7af1379b95', '0x65084519aed2c3883e435b0e8e279777eaf789e2']"
0x9319820ad5447180d0cbb76c1c06c870562aef93,UPC,Proxy,"['0x604e054f6e39bfe7ea1ce551344b9a80689f5af1', '0xf2488193a387ead5182043baa6c77d6ba1e13277', '0x49d7b62a2f5b8ecbabfa9404f569d02752d5cc69', '0x3b07f4782f37199169acd0b8678ffc38a841a015']"
0x932532aa4c0174b8453839a6e44ee09cc615f2b7,UPC,Proxy,"['0x3bf44ad2e36f39572175c72c1d0fa85933c6e0b6', '0x58adfa7960bf7cf39965b46d796fe66cd8f38283']"
0x932f4c4da4a0aaddd451ecc4a0cfdc9563896c26,UPC,Proxy,"['0xca77c6b8b3adb569603b61fbbd65ec4c232be850', '0x44cb26dcc7e783014453bf606913d0a423a60ed0']"
0x933082b3d21a6ed90ed7eca470fd424df5d21bef,UPC,Proxy,"['0xb36574b390afbccc1bc68ed8c0e38b0da489e067', '0xe6d3c33178bddab782f68ccdfe0ea5f0c26dea01', '0x5242df9bc566e96a0f5bafe4550d697c1d9cca4e']"
0x933492b6b7038a7e4f14b64defe40463f9bc3508,UPC,Proxy,"['0xa7db1baed010a7b61b876bf8409a74a18df8a153', '0x27b76e100b63731a7cf9386c1decb918e6f54756', '0x9ee3660d01fe12974468bf916f3a0ad96dc92f31', '0x6ef122cacba6eefe4f5331424eb3a0d94d310433', '0xaf3d36f0e654bfebbd505bb3271017af179bbb26']"
0x933bcc3b0d1eea2a485424ec6573b29742cddf72,UPC,Proxy,"['0xe7499c938afecc334c4e7748e47b5b4189854841', '0xf12e02d9115becc4864ce16a47467588aa301a40', '0xdda4ce65af0f394036a503a924410d3a83f55d4c']"
0x935644cea2bb9ac6b2426b27dd49c589427811a0,UPC,Proxy,"['0xe61b48d00b9ca02dd9a3764a4d9d263cd7b4d351', '0xe6ade8674d17b32d139032992b63a678e98d5113']"
0x936e6490ed786fd0e0f0c1b1e4e1540b9d41f9ef,UPC,Proxy,"['0xfb8174cb37e772e457a1e19504fe8637bb8b0a4a', '0x660364d12261ca3bd28079fdb61583651a44124b', '0x082bee612f4acc1e63406396d99e60346882c0a1', '0x033429a76d63a869ee4afd98c476edb61a8fae63', '0xda0a1e2843fadea4133988344998dc19f8e8547b', '0xa3c0aa0acacbf307026ba6b9e9e860a8a13ce0e5', '0xf25be7d01fcf2f42c75a3c79b32a13de8172090c']"
0x937b8e917d0f36edebba8e459c5fb16f3b315551,UPC,Proxy,"['0x4da27cd2ae34a9e1776ed01747a071c17fa0b2cf', '0x0b7cb84bc7ad4af3e1c5312987b6e9a4612068ad', '0xa762292a6a7fd944db1fe9389921e6f639b4c9e8']"
0x93857dd0f7c4b78b16f028a2d70f3d916fa2c1fb,UPC,Proxy,"['0x0fdb7356bb5c2a92eae65ea4c1842d9c02bd231e', '0x77bbecc4742c1de5a6008597aa2e2d902b330035']"
0x939b9c50ec4276f096c494c95cf363983dc10739,UPC,Proxy,"['0x65d39ec3d0f6565779b6e3666ff76da0455fd252', '0x817f71bedd444ed56fb5140548047a51805e123e', '0x71d62518a562a4c48ed28d9864cfb99ed6818143']"
0x93b9b852fcd2f964faa7e50ec1374e016260718c,UPC,Proxy,"['0x71d62518a562a4c48ed28d9864cfb99ed6818143', '0x65d39ec3d0f6565779b6e3666ff76da0455fd252', '0x322401fff76dda9cea5595aaa90d062798907bde', '0x8e2dbfc3b8ce40209a5211d76a780c97611c5eff', '0x817f71bedd444ed56fb5140548047a51805e123e']"
